,dummy_column,number
70136,1,70136
70137,1,70137
70138,1,70138
70139,1,70139
70140,1,70140
70141,1,70141
70142,1,70142
70143,1,70143
70144,1,70144
70145,1,70145
70146,1,70146
70147,1,70147
70148,1,70148
70149,1,70149
70150,1,70150
70151,1,70151
70152,1,70152
70153,1,70153
70154,1,70154
70155,1,70155
70156,1,70156
70157,1,70157
70158,1,70158
70159,1,70159
70160,1,70160
70161,1,70161
70162,1,70162
70163,1,70163
70164,1,70164
70165,1,70165
70166,1,70166
70167,1,70167
70168,1,70168
70169,1,70169
70170,1,70170
70171,1,70171
70172,1,70172
70173,1,70173
70174,1,70174
70175,1,70175
70176,1,70176
70177,1,70177
70178,1,70178
70179,1,70179
70180,1,70180
70181,1,70181
70182,1,70182
70183,1,70183
70184,1,70184
70185,1,70185
70186,1,70186
70187,1,70187
70188,1,70188
70189,1,70189
70190,1,70190
70191,1,70191
70192,1,70192
70193,1,70193
70194,1,70194
70195,1,70195
70196,1,70196
70197,1,70197
70198,1,70198
70199,1,70199
70200,1,70200
70201,1,70201
70202,1,70202
70203,1,70203
70204,1,70204
70205,1,70205
70206,1,70206
70207,1,70207
70208,1,70208
70209,1,70209
70210,1,70210
70211,1,70211
70212,1,70212
70213,1,70213
70214,1,70214
70215,1,70215
70216,1,70216
70217,1,70217
70218,1,70218
70219,1,70219
70220,1,70220
70221,1,70221
70222,1,70222
70223,1,70223
70224,1,70224
70225,1,70225
70226,1,70226
70227,1,70227
70228,1,70228
70229,1,70229
70230,1,70230
70231,1,70231
70232,1,70232
70233,1,70233
70234,1,70234
70235,1,70235
70236,1,70236
70237,1,70237
70238,1,70238
70239,1,70239
70240,1,70240
70241,1,70241
70242,1,70242
70243,1,70243
70244,1,70244
70245,1,70245
70246,1,70246
70247,1,70247
70248,1,70248
70249,1,70249
70250,1,70250
70251,1,70251
70252,1,70252
70253,1,70253
70254,1,70254
70255,1,70255
70256,1,70256
70257,1,70257
70258,1,70258
70259,1,70259
70260,1,70260
70261,1,70261
70262,1,70262
70263,1,70263
70264,1,70264
70265,1,70265
70266,1,70266
70267,1,70267
70268,1,70268
70269,1,70269
70270,1,70270
70271,1,70271
70272,1,70272
70273,1,70273
70274,1,70274
70275,1,70275
70276,1,70276
70277,1,70277
70278,1,70278
70279,1,70279
70280,1,70280
70281,1,70281
70282,1,70282
70283,1,70283
70284,1,70284
70285,1,70285
70286,1,70286
70287,1,70287
70288,1,70288
70289,1,70289
70290,1,70290
70291,1,70291
70292,1,70292
70293,1,70293
70294,1,70294
70295,1,70295
70296,1,70296
70297,1,70297
70298,1,70298
70299,1,70299
70300,1,70300
70301,1,70301
70302,1,70302
70303,1,70303
70304,1,70304
70305,1,70305
70306,1,70306
70307,1,70307
70308,1,70308
70309,1,70309
70310,1,70310
70311,1,70311
70312,1,70312
70313,1,70313
70314,1,70314
70315,1,70315
70316,1,70316
70317,1,70317
70318,1,70318
70319,1,70319
70320,1,70320
70321,1,70321
70322,1,70322
70323,1,70323
70324,1,70324
70325,1,70325
70326,1,70326
70327,1,70327
70328,1,70328
70329,1,70329
70330,1,70330
70331,1,70331
70332,1,70332
70333,1,70333
70334,1,70334
70335,1,70335
70336,1,70336
70337,1,70337
70338,1,70338
70339,1,70339
70340,1,70340
70341,1,70341
70342,1,70342
70343,1,70343
70344,1,70344
70345,1,70345
70346,1,70346
70347,1,70347
70348,1,70348
70349,1,70349
70350,1,70350
70351,1,70351
70352,1,70352
70353,1,70353
70354,1,70354
70355,1,70355
70356,1,70356
70357,1,70357
70358,1,70358
70359,1,70359
70360,1,70360
70361,1,70361
70362,1,70362
70363,1,70363
70364,1,70364
70365,1,70365
70366,1,70366
70367,1,70367
70368,1,70368
70369,1,70369
70370,1,70370
70371,1,70371
70372,1,70372
70373,1,70373
70374,1,70374
70375,1,70375
70376,1,70376
70377,1,70377
70378,1,70378
70379,1,70379
70380,1,70380
70381,1,70381
70382,1,70382
70383,1,70383
70384,1,70384
70385,1,70385
70386,1,70386
70387,1,70387
70388,1,70388
70389,1,70389
70390,1,70390
70391,1,70391
70392,1,70392
70393,1,70393
70394,1,70394
70395,1,70395
70396,1,70396
70397,1,70397
70398,1,70398
70399,1,70399
70400,1,70400
70401,1,70401
70402,1,70402
70403,1,70403
70404,1,70404
70405,1,70405
70406,1,70406
70407,1,70407
70408,1,70408
70409,1,70409
70410,1,70410
70411,1,70411
70412,1,70412
70413,1,70413
70414,1,70414
70415,1,70415
70416,1,70416
70417,1,70417
70418,1,70418
70419,1,70419
70420,1,70420
70421,1,70421
70422,1,70422
70423,1,70423
70424,1,70424
70425,1,70425
70426,1,70426
70427,1,70427
70428,1,70428
70429,1,70429
70430,1,70430
70431,1,70431
70432,1,70432
70433,1,70433
70434,1,70434
70435,1,70435
70436,1,70436
70437,1,70437
70438,1,70438
70439,1,70439
70440,1,70440
70441,1,70441
70442,1,70442
70443,1,70443
70444,1,70444
70445,1,70445
70446,1,70446
70447,1,70447
70448,1,70448
70449,1,70449
70450,1,70450
70451,1,70451
70452,1,70452
70453,1,70453
70454,1,70454
70455,1,70455
70456,1,70456
70457,1,70457
70458,1,70458
70459,1,70459
70460,1,70460
70461,1,70461
70462,1,70462
70463,1,70463
70464,1,70464
70465,1,70465
70466,1,70466
70467,1,70467
70468,1,70468
70469,1,70469
70470,1,70470
70471,1,70471
70472,1,70472
70473,1,70473
70474,1,70474
70475,1,70475
70476,1,70476
70477,1,70477
70478,1,70478
70479,1,70479
70480,1,70480
70481,1,70481
70482,1,70482
70483,1,70483
70484,1,70484
70485,1,70485
70486,1,70486
70487,1,70487
70488,1,70488
70489,1,70489
70490,1,70490
70491,1,70491
70492,1,70492
70493,1,70493
70494,1,70494
70495,1,70495
70496,1,70496
70497,1,70497
70498,1,70498
70499,1,70499
70500,1,70500
70501,1,70501
70502,1,70502
70503,1,70503
70504,1,70504
70505,1,70505
70506,1,70506
70507,1,70507
70508,1,70508
70509,1,70509
70510,1,70510
70511,1,70511
70512,1,70512
70513,1,70513
70514,1,70514
70515,1,70515
70516,1,70516
70517,1,70517
70518,1,70518
70519,1,70519
70520,1,70520
70521,1,70521
70522,1,70522
70523,1,70523
70524,1,70524
70525,1,70525
70526,1,70526
70527,1,70527
70528,1,70528
70529,1,70529
70530,1,70530
70531,1,70531
70532,1,70532
70533,1,70533
70534,1,70534
70535,1,70535
70536,1,70536
70537,1,70537
70538,1,70538
70539,1,70539
70540,1,70540
70541,1,70541
70542,1,70542
70543,1,70543
70544,1,70544
70545,1,70545
70546,1,70546
70547,1,70547
70548,1,70548
70549,1,70549
70550,1,70550
70551,1,70551
70552,1,70552
70553,1,70553
70554,1,70554
70555,1,70555
70556,1,70556
70557,1,70557
70558,1,70558
70559,1,70559
70560,1,70560
70561,1,70561
70562,1,70562
70563,1,70563
70564,1,70564
70565,1,70565
70566,1,70566
70567,1,70567
70568,1,70568
70569,1,70569
70570,1,70570
70571,1,70571
70572,1,70572
70573,1,70573
70574,1,70574
70575,1,70575
70576,1,70576
70577,1,70577
70578,1,70578
70579,1,70579
70580,1,70580
70581,1,70581
70582,1,70582
70583,1,70583
70584,1,70584
70585,1,70585
70586,1,70586
70587,1,70587
70588,1,70588
70589,1,70589
70590,1,70590
70591,1,70591
70592,1,70592
70593,1,70593
70594,1,70594
70595,1,70595
70596,1,70596
70597,1,70597
70598,1,70598
70599,1,70599
70600,1,70600
70601,1,70601
70602,1,70602
70603,1,70603
70604,1,70604
70605,1,70605
70606,1,70606
70607,1,70607
70608,1,70608
70609,1,70609
70610,1,70610
70611,1,70611
70612,1,70612
70613,1,70613
70614,1,70614
70615,1,70615
70616,1,70616
70617,1,70617
70618,1,70618
70619,1,70619
70620,1,70620
70621,1,70621
70622,1,70622
70623,1,70623
70624,1,70624
70625,1,70625
70626,1,70626
70627,1,70627
70628,1,70628
70629,1,70629
70630,1,70630
70631,1,70631
70632,1,70632
70633,1,70633
70634,1,70634
70635,1,70635
70636,1,70636
70637,1,70637
70638,1,70638
70639,1,70639
70640,1,70640
70641,1,70641
70642,1,70642
70643,1,70643
70644,1,70644
70645,1,70645
70646,1,70646
70647,1,70647
70648,1,70648
70649,1,70649
70650,1,70650
70651,1,70651
70652,1,70652
70653,1,70653
70654,1,70654
70655,1,70655
70656,1,70656
70657,1,70657
70658,1,70658
70659,1,70659
70660,1,70660
70661,1,70661
70662,1,70662
70663,1,70663
70664,1,70664
70665,1,70665
70666,1,70666
70667,1,70667
70668,1,70668
70669,1,70669
70670,1,70670
70671,1,70671
70672,1,70672
70673,1,70673
70674,1,70674
70675,1,70675
70676,1,70676
70677,1,70677
70678,1,70678
70679,1,70679
70680,1,70680
70681,1,70681
70682,1,70682
70683,1,70683
70684,1,70684
70685,1,70685
70686,1,70686
70687,1,70687
70688,1,70688
70689,1,70689
70690,1,70690
70691,1,70691
70692,1,70692
70693,1,70693
70694,1,70694
70695,1,70695
70696,1,70696
70697,1,70697
70698,1,70698
70699,1,70699
70700,1,70700
70701,1,70701
70702,1,70702
70703,1,70703
70704,1,70704
70705,1,70705
70706,1,70706
70707,1,70707
70708,1,70708
70709,1,70709
70710,1,70710
70711,1,70711
70712,1,70712
70713,1,70713
70714,1,70714
70715,1,70715
70716,1,70716
70717,1,70717
70718,1,70718
70719,1,70719
70720,1,70720
70721,1,70721
70722,1,70722
70723,1,70723
70724,1,70724
70725,1,70725
70726,1,70726
70727,1,70727
70728,1,70728
70729,1,70729
70730,1,70730
70731,1,70731
70732,1,70732
70733,1,70733
70734,1,70734
70735,1,70735
70736,1,70736
70737,1,70737
70738,1,70738
70739,1,70739
70740,1,70740
70741,1,70741
70742,1,70742
70743,1,70743
70744,1,70744
70745,1,70745
70746,1,70746
70747,1,70747
70748,1,70748
70749,1,70749
70750,1,70750
70751,1,70751
70752,1,70752
70753,1,70753
70754,1,70754
70755,1,70755
70756,1,70756
70757,1,70757
70758,1,70758
70759,1,70759
70760,1,70760
70761,1,70761
70762,1,70762
70763,1,70763
70764,1,70764
70765,1,70765
70766,1,70766
70767,1,70767
70768,1,70768
70769,1,70769
70770,1,70770
70771,1,70771
70772,1,70772
70773,1,70773
70774,1,70774
70775,1,70775
70776,1,70776
70777,1,70777
70778,1,70778
70779,1,70779
70780,1,70780
70781,1,70781
70782,1,70782
70783,1,70783
70784,1,70784
70785,1,70785
70786,1,70786
70787,1,70787
70788,1,70788
70789,1,70789
70790,1,70790
70791,1,70791
70792,1,70792
70793,1,70793
70794,1,70794
70795,1,70795
70796,1,70796
70797,1,70797
70798,1,70798
70799,1,70799
70800,1,70800
70801,1,70801
70802,1,70802
70803,1,70803
70804,1,70804
70805,1,70805
70806,1,70806
70807,1,70807
70808,1,70808
70809,1,70809
70810,1,70810
70811,1,70811
70812,1,70812
70813,1,70813
70814,1,70814
70815,1,70815
70816,1,70816
70817,1,70817
70818,1,70818
70819,1,70819
70820,1,70820
70821,1,70821
70822,1,70822
70823,1,70823
70824,1,70824
70825,1,70825
70826,1,70826
70827,1,70827
70828,1,70828
70829,1,70829
70830,1,70830
70831,1,70831
70832,1,70832
70833,1,70833
70834,1,70834
70835,1,70835
70836,1,70836
70837,1,70837
70838,1,70838
70839,1,70839
70840,1,70840
70841,1,70841
70842,1,70842
70843,1,70843
70844,1,70844
70845,1,70845
70846,1,70846
70847,1,70847
70848,1,70848
70849,1,70849
70850,1,70850
70851,1,70851
70852,1,70852
70853,1,70853
70854,1,70854
70855,1,70855
70856,1,70856
70857,1,70857
70858,1,70858
70859,1,70859
70860,1,70860
70861,1,70861
70862,1,70862
70863,1,70863
70864,1,70864
70865,1,70865
70866,1,70866
70867,1,70867
70868,1,70868
70869,1,70869
70870,1,70870
70871,1,70871
70872,1,70872
70873,1,70873
70874,1,70874
70875,1,70875
70876,1,70876
70877,1,70877
70878,1,70878
70879,1,70879
70880,1,70880
70881,1,70881
70882,1,70882
70883,1,70883
70884,1,70884
70885,1,70885
70886,1,70886
70887,1,70887
70888,1,70888
70889,1,70889
70890,1,70890
70891,1,70891
70892,1,70892
70893,1,70893
70894,1,70894
70895,1,70895
70896,1,70896
70897,1,70897
70898,1,70898
70899,1,70899
70900,1,70900
70901,1,70901
70902,1,70902
70903,1,70903
70904,1,70904
70905,1,70905
70906,1,70906
70907,1,70907
70908,1,70908
70909,1,70909
70910,1,70910
70911,1,70911
70912,1,70912
70913,1,70913
70914,1,70914
70915,1,70915
70916,1,70916
70917,1,70917
70918,1,70918
70919,1,70919
70920,1,70920
70921,1,70921
70922,1,70922
70923,1,70923
70924,1,70924
70925,1,70925
70926,1,70926
70927,1,70927
70928,1,70928
70929,1,70929
70930,1,70930
70931,1,70931
70932,1,70932
70933,1,70933
70934,1,70934
70935,1,70935
70936,1,70936
70937,1,70937
70938,1,70938
70939,1,70939
70940,1,70940
70941,1,70941
70942,1,70942
70943,1,70943
70944,1,70944
70945,1,70945
70946,1,70946
70947,1,70947
70948,1,70948
70949,1,70949
70950,1,70950
70951,1,70951
70952,1,70952
70953,1,70953
70954,1,70954
70955,1,70955
70956,1,70956
70957,1,70957
70958,1,70958
70959,1,70959
70960,1,70960
70961,1,70961
70962,1,70962
70963,1,70963
70964,1,70964
70965,1,70965
70966,1,70966
70967,1,70967
70968,1,70968
70969,1,70969
70970,1,70970
70971,1,70971
70972,1,70972
70973,1,70973
70974,1,70974
70975,1,70975
70976,1,70976
70977,1,70977
70978,1,70978
70979,1,70979
70980,1,70980
70981,1,70981
70982,1,70982
70983,1,70983
70984,1,70984
70985,1,70985
70986,1,70986
70987,1,70987
70988,1,70988
70989,1,70989
70990,1,70990
70991,1,70991
70992,1,70992
70993,1,70993
70994,1,70994
70995,1,70995
70996,1,70996
70997,1,70997
70998,1,70998
70999,1,70999
71000,1,71000
71001,1,71001
71002,1,71002
71003,1,71003
71004,1,71004
71005,1,71005
71006,1,71006
71007,1,71007
71008,1,71008
71009,1,71009
71010,1,71010
71011,1,71011
71012,1,71012
71013,1,71013
71014,1,71014
71015,1,71015
71016,1,71016
71017,1,71017
71018,1,71018
71019,1,71019
71020,1,71020
71021,1,71021
71022,1,71022
71023,1,71023
71024,1,71024
71025,1,71025
71026,1,71026
71027,1,71027
71028,1,71028
71029,1,71029
71030,1,71030
71031,1,71031
71032,1,71032
71033,1,71033
71034,1,71034
71035,1,71035
71036,1,71036
71037,1,71037
71038,1,71038
71039,1,71039
71040,1,71040
71041,1,71041
71042,1,71042
71043,1,71043
71044,1,71044
71045,1,71045
71046,1,71046
71047,1,71047
71048,1,71048
71049,1,71049
71050,1,71050
71051,1,71051
71052,1,71052
71053,1,71053
71054,1,71054
71055,1,71055
71056,1,71056
71057,1,71057
71058,1,71058
71059,1,71059
71060,1,71060
71061,1,71061
71062,1,71062
71063,1,71063
71064,1,71064
71065,1,71065
71066,1,71066
71067,1,71067
71068,1,71068
71069,1,71069
71070,1,71070
71071,1,71071
71072,1,71072
71073,1,71073
71074,1,71074
71075,1,71075
71076,1,71076
71077,1,71077
71078,1,71078
71079,1,71079
71080,1,71080
71081,1,71081
71082,1,71082
71083,1,71083
71084,1,71084
71085,1,71085
71086,1,71086
71087,1,71087
71088,1,71088
71089,1,71089
71090,1,71090
71091,1,71091
71092,1,71092
71093,1,71093
71094,1,71094
71095,1,71095
71096,1,71096
71097,1,71097
71098,1,71098
71099,1,71099
71100,1,71100
71101,1,71101
71102,1,71102
71103,1,71103
71104,1,71104
71105,1,71105
71106,1,71106
71107,1,71107
71108,1,71108
71109,1,71109
71110,1,71110
71111,1,71111
71112,1,71112
71113,1,71113
71114,1,71114
71115,1,71115
71116,1,71116
71117,1,71117
71118,1,71118
71119,1,71119
71120,1,71120
71121,1,71121
71122,1,71122
71123,1,71123
71124,1,71124
71125,1,71125
71126,1,71126
71127,1,71127
71128,1,71128
71129,1,71129
71130,1,71130
71131,1,71131
71132,1,71132
71133,1,71133
71134,1,71134
71135,1,71135
71136,1,71136
71137,1,71137
71138,1,71138
71139,1,71139
71140,1,71140
71141,1,71141
71142,1,71142
71143,1,71143
71144,1,71144
71145,1,71145
71146,1,71146
71147,1,71147
71148,1,71148
71149,1,71149
71150,1,71150
71151,1,71151
71152,1,71152
71153,1,71153
71154,1,71154
71155,1,71155
71156,1,71156
71157,1,71157
71158,1,71158
71159,1,71159
71160,1,71160
71161,1,71161
71162,1,71162
71163,1,71163
71164,1,71164
71165,1,71165
71166,1,71166
71167,1,71167
71168,1,71168
71169,1,71169
71170,1,71170
71171,1,71171
71172,1,71172
71173,1,71173
71174,1,71174
71175,1,71175
71176,1,71176
71177,1,71177
71178,1,71178
71179,1,71179
71180,1,71180
71181,1,71181
71182,1,71182
71183,1,71183
71184,1,71184
71185,1,71185
71186,1,71186
71187,1,71187
71188,1,71188
71189,1,71189
71190,1,71190
71191,1,71191
71192,1,71192
71193,1,71193
71194,1,71194
71195,1,71195
71196,1,71196
71197,1,71197
71198,1,71198
71199,1,71199
71200,1,71200
71201,1,71201
71202,1,71202
71203,1,71203
71204,1,71204
71205,1,71205
71206,1,71206
71207,1,71207
71208,1,71208
71209,1,71209
71210,1,71210
71211,1,71211
71212,1,71212
71213,1,71213
71214,1,71214
71215,1,71215
71216,1,71216
71217,1,71217
71218,1,71218
71219,1,71219
71220,1,71220
71221,1,71221
71222,1,71222
71223,1,71223
71224,1,71224
71225,1,71225
71226,1,71226
71227,1,71227
71228,1,71228
71229,1,71229
71230,1,71230
71231,1,71231
71232,1,71232
71233,1,71233
71234,1,71234
71235,1,71235
71236,1,71236
71237,1,71237
71238,1,71238
71239,1,71239
71240,1,71240
71241,1,71241
71242,1,71242
71243,1,71243
71244,1,71244
71245,1,71245
71246,1,71246
71247,1,71247
71248,1,71248
71249,1,71249
71250,1,71250
71251,1,71251
71252,1,71252
71253,1,71253
71254,1,71254
71255,1,71255
71256,1,71256
71257,1,71257
71258,1,71258
71259,1,71259
71260,1,71260
71261,1,71261
71262,1,71262
71263,1,71263
71264,1,71264
71265,1,71265
71266,1,71266
71267,1,71267
71268,1,71268
71269,1,71269
71270,1,71270
71271,1,71271
71272,1,71272
71273,1,71273
71274,1,71274
71275,1,71275
71276,1,71276
71277,1,71277
71278,1,71278
71279,1,71279
71280,1,71280
71281,1,71281
71282,1,71282
71283,1,71283
71284,1,71284
71285,1,71285
71286,1,71286
71287,1,71287
71288,1,71288
71289,1,71289
71290,1,71290
71291,1,71291
71292,1,71292
71293,1,71293
71294,1,71294
71295,1,71295
71296,1,71296
71297,1,71297
71298,1,71298
71299,1,71299
71300,1,71300
71301,1,71301
71302,1,71302
71303,1,71303
71304,1,71304
71305,1,71305
71306,1,71306
71307,1,71307
71308,1,71308
71309,1,71309
71310,1,71310
71311,1,71311
71312,1,71312
71313,1,71313
71314,1,71314
71315,1,71315
71316,1,71316
71317,1,71317
71318,1,71318
71319,1,71319
71320,1,71320
71321,1,71321
71322,1,71322
71323,1,71323
71324,1,71324
71325,1,71325
71326,1,71326
71327,1,71327
71328,1,71328
71329,1,71329
71330,1,71330
71331,1,71331
71332,1,71332
71333,1,71333
71334,1,71334
71335,1,71335
71336,1,71336
71337,1,71337
71338,1,71338
71339,1,71339
71340,1,71340
71341,1,71341
71342,1,71342
71343,1,71343
71344,1,71344
71345,1,71345
71346,1,71346
71347,1,71347
71348,1,71348
71349,1,71349
71350,1,71350
71351,1,71351
71352,1,71352
71353,1,71353
71354,1,71354
71355,1,71355
71356,1,71356
71357,1,71357
71358,1,71358
71359,1,71359
71360,1,71360
71361,1,71361
71362,1,71362
71363,1,71363
71364,1,71364
71365,1,71365
71366,1,71366
71367,1,71367
71368,1,71368
71369,1,71369
71370,1,71370
71371,1,71371
71372,1,71372
71373,1,71373
71374,1,71374
71375,1,71375
71376,1,71376
71377,1,71377
71378,1,71378
71379,1,71379
71380,1,71380
71381,1,71381
71382,1,71382
71383,1,71383
71384,1,71384
71385,1,71385
71386,1,71386
71387,1,71387
71388,1,71388
71389,1,71389
71390,1,71390
71391,1,71391
71392,1,71392
71393,1,71393
71394,1,71394
71395,1,71395
71396,1,71396
71397,1,71397
71398,1,71398
71399,1,71399
71400,1,71400
71401,1,71401
71402,1,71402
71403,1,71403
71404,1,71404
71405,1,71405
71406,1,71406
71407,1,71407
71408,1,71408
71409,1,71409
71410,1,71410
71411,1,71411
71412,1,71412
71413,1,71413
71414,1,71414
71415,1,71415
71416,1,71416
71417,1,71417
71418,1,71418
71419,1,71419
71420,1,71420
71421,1,71421
71422,1,71422
71423,1,71423
71424,1,71424
71425,1,71425
71426,1,71426
71427,1,71427
71428,1,71428
71429,1,71429
71430,1,71430
71431,1,71431
71432,1,71432
71433,1,71433
71434,1,71434
71435,1,71435
71436,1,71436
71437,1,71437
71438,1,71438
71439,1,71439
71440,1,71440
71441,1,71441
71442,1,71442
71443,1,71443
71444,1,71444
71445,1,71445
71446,1,71446
71447,1,71447
71448,1,71448
71449,1,71449
71450,1,71450
71451,1,71451
71452,1,71452
71453,1,71453
71454,1,71454
71455,1,71455
71456,1,71456
71457,1,71457
71458,1,71458
71459,1,71459
71460,1,71460
71461,1,71461
71462,1,71462
71463,1,71463
71464,1,71464
71465,1,71465
71466,1,71466
71467,1,71467
71468,1,71468
71469,1,71469
71470,1,71470
71471,1,71471
71472,1,71472
71473,1,71473
71474,1,71474
71475,1,71475
71476,1,71476
71477,1,71477
71478,1,71478
71479,1,71479
71480,1,71480
71481,1,71481
71482,1,71482
71483,1,71483
71484,1,71484
71485,1,71485
71486,1,71486
71487,1,71487
71488,1,71488
71489,1,71489
71490,1,71490
71491,1,71491
71492,1,71492
71493,1,71493
71494,1,71494
71495,1,71495
71496,1,71496
71497,1,71497
71498,1,71498
71499,1,71499
71500,1,71500
71501,1,71501
71502,1,71502
71503,1,71503
71504,1,71504
71505,1,71505
71506,1,71506
71507,1,71507
71508,1,71508
71509,1,71509
71510,1,71510
71511,1,71511
71512,1,71512
71513,1,71513
71514,1,71514
71515,1,71515
71516,1,71516
71517,1,71517
71518,1,71518
71519,1,71519
71520,1,71520
71521,1,71521
71522,1,71522
71523,1,71523
71524,1,71524
71525,1,71525
71526,1,71526
71527,1,71527
71528,1,71528
71529,1,71529
71530,1,71530
71531,1,71531
71532,1,71532
71533,1,71533
71534,1,71534
71535,1,71535
71536,1,71536
71537,1,71537
71538,1,71538
71539,1,71539
71540,1,71540
71541,1,71541
71542,1,71542
71543,1,71543
71544,1,71544
71545,1,71545
71546,1,71546
71547,1,71547
71548,1,71548
71549,1,71549
71550,1,71550
71551,1,71551
71552,1,71552
71553,1,71553
71554,1,71554
71555,1,71555
71556,1,71556
71557,1,71557
71558,1,71558
71559,1,71559
71560,1,71560
71561,1,71561
71562,1,71562
71563,1,71563
71564,1,71564
71565,1,71565
71566,1,71566
71567,1,71567
71568,1,71568
71569,1,71569
71570,1,71570
71571,1,71571
71572,1,71572
71573,1,71573
71574,1,71574
71575,1,71575
71576,1,71576
71577,1,71577
71578,1,71578
71579,1,71579
71580,1,71580
71581,1,71581
71582,1,71582
71583,1,71583
71584,1,71584
71585,1,71585
71586,1,71586
71587,1,71587
71588,1,71588
71589,1,71589
71590,1,71590
71591,1,71591
71592,1,71592
71593,1,71593
71594,1,71594
71595,1,71595
71596,1,71596
71597,1,71597
71598,1,71598
71599,1,71599
71600,1,71600
71601,1,71601
71602,1,71602
71603,1,71603
71604,1,71604
71605,1,71605
71606,1,71606
71607,1,71607
71608,1,71608
71609,1,71609
71610,1,71610
71611,1,71611
71612,1,71612
71613,1,71613
71614,1,71614
71615,1,71615
71616,1,71616
71617,1,71617
71618,1,71618
71619,1,71619
71620,1,71620
71621,1,71621
71622,1,71622
71623,1,71623
71624,1,71624
71625,1,71625
71626,1,71626
71627,1,71627
71628,1,71628
71629,1,71629
71630,1,71630
71631,1,71631
71632,1,71632
71633,1,71633
71634,1,71634
71635,1,71635
71636,1,71636
71637,1,71637
71638,1,71638
71639,1,71639
71640,1,71640
71641,1,71641
71642,1,71642
71643,1,71643
71644,1,71644
71645,1,71645
71646,1,71646
71647,1,71647
71648,1,71648
71649,1,71649
71650,1,71650
71651,1,71651
71652,1,71652
71653,1,71653
71654,1,71654
71655,1,71655
71656,1,71656
71657,1,71657
71658,1,71658
71659,1,71659
71660,1,71660
71661,1,71661
71662,1,71662
71663,1,71663
71664,1,71664
71665,1,71665
71666,1,71666
71667,1,71667
71668,1,71668
71669,1,71669
71670,1,71670
71671,1,71671
71672,1,71672
71673,1,71673
71674,1,71674
71675,1,71675
71676,1,71676
71677,1,71677
71678,1,71678
71679,1,71679
71680,1,71680
71681,1,71681
71682,1,71682
71683,1,71683
71684,1,71684
71685,1,71685
71686,1,71686
71687,1,71687
71688,1,71688
71689,1,71689
71690,1,71690
71691,1,71691
71692,1,71692
71693,1,71693
71694,1,71694
71695,1,71695
71696,1,71696
71697,1,71697
71698,1,71698
71699,1,71699
71700,1,71700
71701,1,71701
71702,1,71702
71703,1,71703
71704,1,71704
71705,1,71705
71706,1,71706
71707,1,71707
71708,1,71708
71709,1,71709
71710,1,71710
71711,1,71711
71712,1,71712
71713,1,71713
71714,1,71714
71715,1,71715
71716,1,71716
71717,1,71717
71718,1,71718
71719,1,71719
71720,1,71720
71721,1,71721
71722,1,71722
71723,1,71723
71724,1,71724
71725,1,71725
71726,1,71726
71727,1,71727
71728,1,71728
71729,1,71729
71730,1,71730
71731,1,71731
71732,1,71732
71733,1,71733
71734,1,71734
71735,1,71735
71736,1,71736
71737,1,71737
71738,1,71738
71739,1,71739
71740,1,71740
71741,1,71741
71742,1,71742
71743,1,71743
71744,1,71744
71745,1,71745
71746,1,71746
