,dummy_column,number
80395,1,80395
80396,1,80396
80397,1,80397
80398,1,80398
80399,1,80399
80400,1,80400
80401,1,80401
80402,1,80402
80403,1,80403
80404,1,80404
80405,1,80405
80406,1,80406
80407,1,80407
80408,1,80408
80409,1,80409
80410,1,80410
80411,1,80411
80412,1,80412
80413,1,80413
80414,1,80414
80415,1,80415
80416,1,80416
80417,1,80417
80418,1,80418
80419,1,80419
80420,1,80420
80421,1,80421
80422,1,80422
80423,1,80423
80424,1,80424
80425,1,80425
80426,1,80426
80427,1,80427
80428,1,80428
80429,1,80429
80430,1,80430
80431,1,80431
80432,1,80432
80433,1,80433
80434,1,80434
80435,1,80435
80436,1,80436
80437,1,80437
80438,1,80438
80439,1,80439
80440,1,80440
80441,1,80441
80442,1,80442
80443,1,80443
80444,1,80444
80445,1,80445
80446,1,80446
80447,1,80447
80448,1,80448
80449,1,80449
80450,1,80450
80451,1,80451
80452,1,80452
80453,1,80453
80454,1,80454
80455,1,80455
80456,1,80456
80457,1,80457
80458,1,80458
80459,1,80459
80460,1,80460
80461,1,80461
80462,1,80462
80463,1,80463
80464,1,80464
80465,1,80465
80466,1,80466
80467,1,80467
80468,1,80468
80469,1,80469
80470,1,80470
80471,1,80471
80472,1,80472
80473,1,80473
80474,1,80474
80475,1,80475
80476,1,80476
80477,1,80477
80478,1,80478
80479,1,80479
80480,1,80480
80481,1,80481
80482,1,80482
80483,1,80483
80484,1,80484
80485,1,80485
80486,1,80486
80487,1,80487
80488,1,80488
80489,1,80489
80490,1,80490
80491,1,80491
80492,1,80492
80493,1,80493
80494,1,80494
80495,1,80495
80496,1,80496
80497,1,80497
80498,1,80498
80499,1,80499
80500,1,80500
80501,1,80501
80502,1,80502
80503,1,80503
80504,1,80504
80505,1,80505
80506,1,80506
80507,1,80507
80508,1,80508
80509,1,80509
80510,1,80510
80511,1,80511
80512,1,80512
80513,1,80513
80514,1,80514
80515,1,80515
80516,1,80516
80517,1,80517
80518,1,80518
80519,1,80519
80520,1,80520
80521,1,80521
80522,1,80522
80523,1,80523
80524,1,80524
80525,1,80525
80526,1,80526
80527,1,80527
80528,1,80528
80529,1,80529
80530,1,80530
80531,1,80531
80532,1,80532
80533,1,80533
80534,1,80534
80535,1,80535
80536,1,80536
80537,1,80537
80538,1,80538
80539,1,80539
80540,1,80540
80541,1,80541
80542,1,80542
80543,1,80543
80544,1,80544
80545,1,80545
80546,1,80546
80547,1,80547
80548,1,80548
80549,1,80549
80550,1,80550
80551,1,80551
80552,1,80552
80553,1,80553
80554,1,80554
80555,1,80555
80556,1,80556
80557,1,80557
80558,1,80558
80559,1,80559
80560,1,80560
80561,1,80561
80562,1,80562
80563,1,80563
80564,1,80564
80565,1,80565
80566,1,80566
80567,1,80567
80568,1,80568
80569,1,80569
80570,1,80570
80571,1,80571
80572,1,80572
80573,1,80573
80574,1,80574
80575,1,80575
80576,1,80576
80577,1,80577
80578,1,80578
80579,1,80579
80580,1,80580
80581,1,80581
80582,1,80582
80583,1,80583
80584,1,80584
80585,1,80585
80586,1,80586
80587,1,80587
80588,1,80588
80589,1,80589
80590,1,80590
80591,1,80591
80592,1,80592
80593,1,80593
80594,1,80594
80595,1,80595
80596,1,80596
80597,1,80597
80598,1,80598
80599,1,80599
80600,1,80600
80601,1,80601
80602,1,80602
80603,1,80603
80604,1,80604
80605,1,80605
80606,1,80606
80607,1,80607
80608,1,80608
80609,1,80609
80610,1,80610
80611,1,80611
80612,1,80612
80613,1,80613
80614,1,80614
80615,1,80615
80616,1,80616
80617,1,80617
80618,1,80618
80619,1,80619
80620,1,80620
80621,1,80621
80622,1,80622
80623,1,80623
80624,1,80624
80625,1,80625
80626,1,80626
80627,1,80627
80628,1,80628
80629,1,80629
80630,1,80630
80631,1,80631
80632,1,80632
80633,1,80633
80634,1,80634
80635,1,80635
80636,1,80636
80637,1,80637
80638,1,80638
80639,1,80639
80640,1,80640
80641,1,80641
80642,1,80642
80643,1,80643
80644,1,80644
80645,1,80645
80646,1,80646
80647,1,80647
80648,1,80648
80649,1,80649
80650,1,80650
80651,1,80651
80652,1,80652
80653,1,80653
80654,1,80654
80655,1,80655
80656,1,80656
80657,1,80657
80658,1,80658
80659,1,80659
80660,1,80660
80661,1,80661
80662,1,80662
80663,1,80663
80664,1,80664
80665,1,80665
80666,1,80666
80667,1,80667
80668,1,80668
80669,1,80669
80670,1,80670
80671,1,80671
80672,1,80672
80673,1,80673
80674,1,80674
80675,1,80675
80676,1,80676
80677,1,80677
80678,1,80678
80679,1,80679
80680,1,80680
80681,1,80681
80682,1,80682
80683,1,80683
80684,1,80684
80685,1,80685
80686,1,80686
80687,1,80687
80688,1,80688
80689,1,80689
80690,1,80690
80691,1,80691
80692,1,80692
80693,1,80693
80694,1,80694
80695,1,80695
80696,1,80696
80697,1,80697
80698,1,80698
80699,1,80699
80700,1,80700
80701,1,80701
80702,1,80702
80703,1,80703
80704,1,80704
80705,1,80705
80706,1,80706
80707,1,80707
80708,1,80708
80709,1,80709
80710,1,80710
80711,1,80711
80712,1,80712
80713,1,80713
80714,1,80714
80715,1,80715
80716,1,80716
80717,1,80717
80718,1,80718
80719,1,80719
80720,1,80720
80721,1,80721
80722,1,80722
80723,1,80723
80724,1,80724
80725,1,80725
80726,1,80726
80727,1,80727
80728,1,80728
80729,1,80729
80730,1,80730
80731,1,80731
80732,1,80732
80733,1,80733
80734,1,80734
80735,1,80735
80736,1,80736
80737,1,80737
80738,1,80738
80739,1,80739
80740,1,80740
80741,1,80741
80742,1,80742
80743,1,80743
80744,1,80744
80745,1,80745
80746,1,80746
80747,1,80747
80748,1,80748
80749,1,80749
80750,1,80750
80751,1,80751
80752,1,80752
80753,1,80753
80754,1,80754
80755,1,80755
80756,1,80756
80757,1,80757
80758,1,80758
80759,1,80759
80760,1,80760
80761,1,80761
80762,1,80762
80763,1,80763
80764,1,80764
80765,1,80765
80766,1,80766
80767,1,80767
80768,1,80768
80769,1,80769
80770,1,80770
80771,1,80771
80772,1,80772
80773,1,80773
80774,1,80774
80775,1,80775
80776,1,80776
80777,1,80777
80778,1,80778
80779,1,80779
80780,1,80780
80781,1,80781
80782,1,80782
80783,1,80783
80784,1,80784
80785,1,80785
80786,1,80786
80787,1,80787
80788,1,80788
80789,1,80789
80790,1,80790
80791,1,80791
80792,1,80792
80793,1,80793
80794,1,80794
80795,1,80795
80796,1,80796
80797,1,80797
80798,1,80798
80799,1,80799
80800,1,80800
80801,1,80801
80802,1,80802
80803,1,80803
80804,1,80804
80805,1,80805
80806,1,80806
80807,1,80807
80808,1,80808
80809,1,80809
80810,1,80810
80811,1,80811
80812,1,80812
80813,1,80813
80814,1,80814
80815,1,80815
80816,1,80816
80817,1,80817
80818,1,80818
80819,1,80819
80820,1,80820
80821,1,80821
80822,1,80822
80823,1,80823
80824,1,80824
80825,1,80825
80826,1,80826
80827,1,80827
80828,1,80828
80829,1,80829
80830,1,80830
80831,1,80831
80832,1,80832
80833,1,80833
80834,1,80834
80835,1,80835
80836,1,80836
80837,1,80837
80838,1,80838
80839,1,80839
80840,1,80840
80841,1,80841
80842,1,80842
80843,1,80843
80844,1,80844
80845,1,80845
80846,1,80846
80847,1,80847
80848,1,80848
80849,1,80849
80850,1,80850
80851,1,80851
80852,1,80852
80853,1,80853
80854,1,80854
80855,1,80855
80856,1,80856
80857,1,80857
80858,1,80858
80859,1,80859
80860,1,80860
80861,1,80861
80862,1,80862
80863,1,80863
80864,1,80864
80865,1,80865
80866,1,80866
80867,1,80867
80868,1,80868
80869,1,80869
80870,1,80870
80871,1,80871
80872,1,80872
80873,1,80873
80874,1,80874
80875,1,80875
80876,1,80876
80877,1,80877
80878,1,80878
80879,1,80879
80880,1,80880
80881,1,80881
80882,1,80882
80883,1,80883
80884,1,80884
80885,1,80885
80886,1,80886
80887,1,80887
80888,1,80888
80889,1,80889
80890,1,80890
80891,1,80891
80892,1,80892
80893,1,80893
80894,1,80894
80895,1,80895
80896,1,80896
80897,1,80897
80898,1,80898
80899,1,80899
80900,1,80900
80901,1,80901
80902,1,80902
80903,1,80903
80904,1,80904
80905,1,80905
80906,1,80906
80907,1,80907
80908,1,80908
80909,1,80909
80910,1,80910
80911,1,80911
80912,1,80912
80913,1,80913
80914,1,80914
80915,1,80915
80916,1,80916
80917,1,80917
80918,1,80918
80919,1,80919
80920,1,80920
80921,1,80921
80922,1,80922
80923,1,80923
80924,1,80924
80925,1,80925
80926,1,80926
80927,1,80927
80928,1,80928
80929,1,80929
80930,1,80930
80931,1,80931
80932,1,80932
80933,1,80933
80934,1,80934
80935,1,80935
80936,1,80936
80937,1,80937
80938,1,80938
80939,1,80939
80940,1,80940
80941,1,80941
80942,1,80942
80943,1,80943
80944,1,80944
80945,1,80945
80946,1,80946
80947,1,80947
80948,1,80948
80949,1,80949
80950,1,80950
80951,1,80951
80952,1,80952
80953,1,80953
80954,1,80954
80955,1,80955
80956,1,80956
80957,1,80957
80958,1,80958
80959,1,80959
80960,1,80960
80961,1,80961
80962,1,80962
80963,1,80963
80964,1,80964
80965,1,80965
80966,1,80966
80967,1,80967
80968,1,80968
80969,1,80969
80970,1,80970
80971,1,80971
80972,1,80972
80973,1,80973
80974,1,80974
80975,1,80975
80976,1,80976
80977,1,80977
80978,1,80978
80979,1,80979
80980,1,80980
80981,1,80981
80982,1,80982
80983,1,80983
80984,1,80984
80985,1,80985
80986,1,80986
80987,1,80987
80988,1,80988
80989,1,80989
80990,1,80990
80991,1,80991
80992,1,80992
80993,1,80993
80994,1,80994
80995,1,80995
80996,1,80996
80997,1,80997
80998,1,80998
80999,1,80999
81000,1,81000
81001,1,81001
81002,1,81002
81003,1,81003
81004,1,81004
81005,1,81005
81006,1,81006
81007,1,81007
81008,1,81008
81009,1,81009
81010,1,81010
81011,1,81011
81012,1,81012
81013,1,81013
81014,1,81014
81015,1,81015
81016,1,81016
81017,1,81017
81018,1,81018
81019,1,81019
81020,1,81020
81021,1,81021
81022,1,81022
81023,1,81023
81024,1,81024
81025,1,81025
81026,1,81026
81027,1,81027
81028,1,81028
81029,1,81029
81030,1,81030
81031,1,81031
81032,1,81032
81033,1,81033
81034,1,81034
81035,1,81035
81036,1,81036
81037,1,81037
81038,1,81038
81039,1,81039
81040,1,81040
81041,1,81041
81042,1,81042
81043,1,81043
81044,1,81044
81045,1,81045
81046,1,81046
81047,1,81047
81048,1,81048
81049,1,81049
81050,1,81050
81051,1,81051
81052,1,81052
81053,1,81053
81054,1,81054
81055,1,81055
81056,1,81056
81057,1,81057
81058,1,81058
81059,1,81059
81060,1,81060
81061,1,81061
81062,1,81062
81063,1,81063
81064,1,81064
81065,1,81065
81066,1,81066
81067,1,81067
81068,1,81068
81069,1,81069
81070,1,81070
81071,1,81071
81072,1,81072
81073,1,81073
81074,1,81074
81075,1,81075
81076,1,81076
81077,1,81077
81078,1,81078
81079,1,81079
81080,1,81080
81081,1,81081
81082,1,81082
81083,1,81083
81084,1,81084
81085,1,81085
81086,1,81086
81087,1,81087
81088,1,81088
81089,1,81089
81090,1,81090
81091,1,81091
81092,1,81092
81093,1,81093
81094,1,81094
81095,1,81095
81096,1,81096
81097,1,81097
81098,1,81098
81099,1,81099
81100,1,81100
81101,1,81101
81102,1,81102
81103,1,81103
81104,1,81104
81105,1,81105
81106,1,81106
81107,1,81107
81108,1,81108
81109,1,81109
81110,1,81110
81111,1,81111
81112,1,81112
81113,1,81113
81114,1,81114
81115,1,81115
81116,1,81116
81117,1,81117
81118,1,81118
81119,1,81119
81120,1,81120
81121,1,81121
81122,1,81122
81123,1,81123
81124,1,81124
81125,1,81125
81126,1,81126
81127,1,81127
81128,1,81128
81129,1,81129
81130,1,81130
81131,1,81131
81132,1,81132
81133,1,81133
81134,1,81134
81135,1,81135
81136,1,81136
81137,1,81137
81138,1,81138
81139,1,81139
81140,1,81140
81141,1,81141
81142,1,81142
81143,1,81143
81144,1,81144
81145,1,81145
81146,1,81146
81147,1,81147
81148,1,81148
81149,1,81149
81150,1,81150
81151,1,81151
81152,1,81152
81153,1,81153
81154,1,81154
81155,1,81155
81156,1,81156
81157,1,81157
81158,1,81158
81159,1,81159
81160,1,81160
81161,1,81161
81162,1,81162
81163,1,81163
81164,1,81164
81165,1,81165
81166,1,81166
81167,1,81167
81168,1,81168
81169,1,81169
81170,1,81170
81171,1,81171
81172,1,81172
81173,1,81173
81174,1,81174
81175,1,81175
81176,1,81176
81177,1,81177
81178,1,81178
81179,1,81179
81180,1,81180
81181,1,81181
81182,1,81182
81183,1,81183
81184,1,81184
81185,1,81185
81186,1,81186
81187,1,81187
81188,1,81188
81189,1,81189
81190,1,81190
81191,1,81191
81192,1,81192
81193,1,81193
81194,1,81194
81195,1,81195
81196,1,81196
81197,1,81197
81198,1,81198
81199,1,81199
81200,1,81200
81201,1,81201
81202,1,81202
81203,1,81203
81204,1,81204
81205,1,81205
81206,1,81206
81207,1,81207
81208,1,81208
81209,1,81209
81210,1,81210
81211,1,81211
81212,1,81212
81213,1,81213
81214,1,81214
81215,1,81215
81216,1,81216
81217,1,81217
81218,1,81218
81219,1,81219
81220,1,81220
81221,1,81221
81222,1,81222
81223,1,81223
81224,1,81224
81225,1,81225
81226,1,81226
81227,1,81227
81228,1,81228
81229,1,81229
81230,1,81230
81231,1,81231
81232,1,81232
81233,1,81233
81234,1,81234
81235,1,81235
81236,1,81236
81237,1,81237
81238,1,81238
81239,1,81239
81240,1,81240
81241,1,81241
81242,1,81242
81243,1,81243
81244,1,81244
81245,1,81245
81246,1,81246
81247,1,81247
81248,1,81248
81249,1,81249
81250,1,81250
81251,1,81251
81252,1,81252
81253,1,81253
81254,1,81254
81255,1,81255
81256,1,81256
81257,1,81257
81258,1,81258
81259,1,81259
81260,1,81260
81261,1,81261
81262,1,81262
81263,1,81263
81264,1,81264
81265,1,81265
81266,1,81266
81267,1,81267
81268,1,81268
81269,1,81269
81270,1,81270
81271,1,81271
81272,1,81272
81273,1,81273
81274,1,81274
81275,1,81275
81276,1,81276
81277,1,81277
81278,1,81278
81279,1,81279
81280,1,81280
81281,1,81281
81282,1,81282
81283,1,81283
81284,1,81284
81285,1,81285
81286,1,81286
81287,1,81287
81288,1,81288
81289,1,81289
81290,1,81290
81291,1,81291
81292,1,81292
81293,1,81293
81294,1,81294
81295,1,81295
81296,1,81296
81297,1,81297
81298,1,81298
81299,1,81299
81300,1,81300
81301,1,81301
81302,1,81302
81303,1,81303
81304,1,81304
81305,1,81305
81306,1,81306
81307,1,81307
81308,1,81308
81309,1,81309
81310,1,81310
81311,1,81311
81312,1,81312
81313,1,81313
81314,1,81314
81315,1,81315
81316,1,81316
81317,1,81317
81318,1,81318
81319,1,81319
81320,1,81320
81321,1,81321
81322,1,81322
81323,1,81323
81324,1,81324
81325,1,81325
81326,1,81326
81327,1,81327
81328,1,81328
81329,1,81329
81330,1,81330
81331,1,81331
81332,1,81332
81333,1,81333
81334,1,81334
81335,1,81335
81336,1,81336
81337,1,81337
81338,1,81338
81339,1,81339
81340,1,81340
81341,1,81341
81342,1,81342
81343,1,81343
81344,1,81344
81345,1,81345
81346,1,81346
81347,1,81347
81348,1,81348
81349,1,81349
81350,1,81350
81351,1,81351
81352,1,81352
81353,1,81353
81354,1,81354
81355,1,81355
81356,1,81356
81357,1,81357
81358,1,81358
81359,1,81359
81360,1,81360
81361,1,81361
81362,1,81362
81363,1,81363
81364,1,81364
81365,1,81365
81366,1,81366
81367,1,81367
81368,1,81368
81369,1,81369
81370,1,81370
81371,1,81371
81372,1,81372
81373,1,81373
81374,1,81374
81375,1,81375
81376,1,81376
81377,1,81377
81378,1,81378
81379,1,81379
81380,1,81380
81381,1,81381
81382,1,81382
81383,1,81383
81384,1,81384
81385,1,81385
81386,1,81386
81387,1,81387
81388,1,81388
81389,1,81389
81390,1,81390
81391,1,81391
81392,1,81392
81393,1,81393
81394,1,81394
81395,1,81395
81396,1,81396
81397,1,81397
81398,1,81398
81399,1,81399
81400,1,81400
81401,1,81401
81402,1,81402
81403,1,81403
81404,1,81404
81405,1,81405
81406,1,81406
81407,1,81407
81408,1,81408
81409,1,81409
81410,1,81410
81411,1,81411
81412,1,81412
81413,1,81413
81414,1,81414
81415,1,81415
81416,1,81416
81417,1,81417
81418,1,81418
81419,1,81419
81420,1,81420
81421,1,81421
81422,1,81422
81423,1,81423
81424,1,81424
81425,1,81425
81426,1,81426
81427,1,81427
81428,1,81428
81429,1,81429
81430,1,81430
81431,1,81431
81432,1,81432
81433,1,81433
81434,1,81434
81435,1,81435
81436,1,81436
81437,1,81437
81438,1,81438
81439,1,81439
81440,1,81440
81441,1,81441
81442,1,81442
81443,1,81443
81444,1,81444
81445,1,81445
81446,1,81446
81447,1,81447
81448,1,81448
81449,1,81449
81450,1,81450
81451,1,81451
81452,1,81452
81453,1,81453
81454,1,81454
81455,1,81455
81456,1,81456
81457,1,81457
81458,1,81458
81459,1,81459
81460,1,81460
81461,1,81461
81462,1,81462
81463,1,81463
81464,1,81464
81465,1,81465
81466,1,81466
81467,1,81467
81468,1,81468
81469,1,81469
81470,1,81470
81471,1,81471
81472,1,81472
81473,1,81473
81474,1,81474
81475,1,81475
81476,1,81476
81477,1,81477
81478,1,81478
81479,1,81479
81480,1,81480
81481,1,81481
81482,1,81482
81483,1,81483
81484,1,81484
81485,1,81485
81486,1,81486
81487,1,81487
81488,1,81488
81489,1,81489
81490,1,81490
81491,1,81491
81492,1,81492
81493,1,81493
81494,1,81494
81495,1,81495
81496,1,81496
81497,1,81497
81498,1,81498
81499,1,81499
81500,1,81500
81501,1,81501
81502,1,81502
81503,1,81503
81504,1,81504
81505,1,81505
81506,1,81506
81507,1,81507
81508,1,81508
81509,1,81509
81510,1,81510
81511,1,81511
81512,1,81512
81513,1,81513
81514,1,81514
81515,1,81515
81516,1,81516
81517,1,81517
81518,1,81518
81519,1,81519
81520,1,81520
81521,1,81521
81522,1,81522
81523,1,81523
81524,1,81524
81525,1,81525
81526,1,81526
81527,1,81527
81528,1,81528
81529,1,81529
81530,1,81530
81531,1,81531
81532,1,81532
81533,1,81533
81534,1,81534
81535,1,81535
81536,1,81536
81537,1,81537
81538,1,81538
81539,1,81539
81540,1,81540
81541,1,81541
81542,1,81542
81543,1,81543
81544,1,81544
81545,1,81545
81546,1,81546
81547,1,81547
81548,1,81548
81549,1,81549
81550,1,81550
81551,1,81551
81552,1,81552
81553,1,81553
81554,1,81554
81555,1,81555
81556,1,81556
81557,1,81557
81558,1,81558
81559,1,81559
81560,1,81560
81561,1,81561
81562,1,81562
81563,1,81563
81564,1,81564
81565,1,81565
81566,1,81566
81567,1,81567
81568,1,81568
81569,1,81569
81570,1,81570
81571,1,81571
81572,1,81572
81573,1,81573
81574,1,81574
81575,1,81575
81576,1,81576
81577,1,81577
81578,1,81578
81579,1,81579
81580,1,81580
81581,1,81581
81582,1,81582
81583,1,81583
81584,1,81584
81585,1,81585
81586,1,81586
81587,1,81587
81588,1,81588
81589,1,81589
81590,1,81590
81591,1,81591
81592,1,81592
81593,1,81593
81594,1,81594
81595,1,81595
81596,1,81596
81597,1,81597
81598,1,81598
81599,1,81599
81600,1,81600
81601,1,81601
81602,1,81602
81603,1,81603
81604,1,81604
81605,1,81605
81606,1,81606
81607,1,81607
81608,1,81608
81609,1,81609
81610,1,81610
81611,1,81611
81612,1,81612
81613,1,81613
81614,1,81614
81615,1,81615
81616,1,81616
81617,1,81617
81618,1,81618
81619,1,81619
81620,1,81620
81621,1,81621
81622,1,81622
81623,1,81623
81624,1,81624
81625,1,81625
81626,1,81626
81627,1,81627
81628,1,81628
81629,1,81629
81630,1,81630
81631,1,81631
81632,1,81632
81633,1,81633
81634,1,81634
81635,1,81635
81636,1,81636
81637,1,81637
81638,1,81638
81639,1,81639
81640,1,81640
81641,1,81641
81642,1,81642
81643,1,81643
81644,1,81644
81645,1,81645
81646,1,81646
81647,1,81647
81648,1,81648
81649,1,81649
81650,1,81650
81651,1,81651
81652,1,81652
81653,1,81653
81654,1,81654
81655,1,81655
81656,1,81656
81657,1,81657
81658,1,81658
81659,1,81659
81660,1,81660
81661,1,81661
81662,1,81662
81663,1,81663
81664,1,81664
81665,1,81665
81666,1,81666
81667,1,81667
81668,1,81668
81669,1,81669
81670,1,81670
81671,1,81671
81672,1,81672
81673,1,81673
81674,1,81674
81675,1,81675
81676,1,81676
81677,1,81677
81678,1,81678
81679,1,81679
81680,1,81680
81681,1,81681
81682,1,81682
81683,1,81683
81684,1,81684
81685,1,81685
81686,1,81686
81687,1,81687
81688,1,81688
81689,1,81689
81690,1,81690
81691,1,81691
81692,1,81692
81693,1,81693
81694,1,81694
81695,1,81695
81696,1,81696
81697,1,81697
81698,1,81698
81699,1,81699
81700,1,81700
81701,1,81701
81702,1,81702
81703,1,81703
81704,1,81704
81705,1,81705
81706,1,81706
81707,1,81707
81708,1,81708
81709,1,81709
81710,1,81710
81711,1,81711
81712,1,81712
81713,1,81713
81714,1,81714
81715,1,81715
81716,1,81716
81717,1,81717
81718,1,81718
81719,1,81719
81720,1,81720
81721,1,81721
81722,1,81722
81723,1,81723
81724,1,81724
81725,1,81725
81726,1,81726
81727,1,81727
81728,1,81728
81729,1,81729
81730,1,81730
81731,1,81731
81732,1,81732
81733,1,81733
81734,1,81734
81735,1,81735
81736,1,81736
81737,1,81737
81738,1,81738
81739,1,81739
81740,1,81740
81741,1,81741
81742,1,81742
81743,1,81743
81744,1,81744
81745,1,81745
81746,1,81746
